"Job Title","Rating","Job Location","Size","Type of ownership","Industry","Sector","Competitors","Hourly","Lower Salary","Upper Salary","Avg Salary(K)","Age","Python","excel","sql","sas","aws","tableau","job_title_sim","Degree"
"Data Operations Lead",-1,"CA","201 - 500","Nonprofit Organization","-1","-1","-1",0,85,90,87.5,-1,1,1,1,0,0,1,"na","M"
"Big Data Engineer",4.4,"IN","1 - 50","Company - Private","Enterprise Software & Network Solutions","Information Technology","-1",0,62,119,90.5,6,1,0,0,0,0,0,"data engineer","na"
"Data Scientist / Machine Learning Expert",3.8,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,86,143,114.5,25,1,0,0,0,0,0,"data scientist","na"
"Data Scientist",3.8,"CA","5001 - 10000","Company - Public","Telecommunications Services","Telecommunications","-1",0,93,149,121,25,1,1,1,0,0,0,"data scientist","M"
"Senior Data Scientist",2.2,"TX","501 - 1000","Subsidiary or Business Segment","Advertising & Marketing","Business Services","Geometry Global, TracyLocke, Saatchi & Saatchi X",0,84,136,110,28,0,0,0,0,0,1,"data scientist","M"
"PV Scientist",2.9,"MA","201 - 500","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,60,123,91.5,-1,0,1,0,0,0,0,"other scientist","P"
"Clinical Data Analyst",4.1,"VA","5001 - 10000","Company - Public","Research & Development","Business Services","-1",0,52,89,70.5,53,0,0,0,0,0,0,"analyst","na"
"Data Engineer",3.7,"LA","501 - 1000","Company - Private","Computer Hardware & Software","Information Technology","-1",0,48,93,70.5,-1,0,1,1,0,0,0,"data engineer","na"
"Computational Chemist/Data Scientist",3.8,"WA","1001 - 5000","Government","Energy","Oil, Gas, Energy & Utilities","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,56,97,76.5,56,1,0,0,0,0,0,"data scientist","P"
"Data Engineer",3.6,"MA","5001 - 10000","Company - Private","Insurance Carriers","Insurance","-1",0,65,119,92,170,1,1,0,0,0,0,"data engineer","na"
"Principal Data Scientist (Computational Chemistry)",4.7,"UT","51 - 200","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,108,173,140.5,8,1,0,0,0,1,0,"data scientist","na"
"Product Engineer – Data Science",3.5,"VA","1001 - 5000","Company - Private","Computer Hardware & Software","Information Technology","Pitney Bowes",0,63,101,82,52,1,0,1,0,0,0,"data scientist","M"
"Principal Scientist, Chemistry & Immunology",3.3,"NY","10000+","Hospital","Health Care Services & Hospitals","Health Care","-1",0,54,115,84.5,7,0,0,0,0,0,0,"other scientist","P"
"Scientist/Senior Scientist, Autoimmune",4.4,"MA","201 - 500","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,90,179,134.5,8,0,0,0,0,0,0,"other scientist","P"
"Data Scientist",3.3,"CA","201 - 500","Company - Private","Advertising & Marketing","Business Services","-1",0,127,202,164.5,13,0,0,0,0,0,0,"data scientist","na"
"Market Data Analyst",3.4,"FL","201 - 500","Company - Public","Telecommunications Manufacturing","Telecommunications","-1",0,31,57,44,30,0,0,0,0,0,0,"analyst","M"
"Software Engineer - Data Visualization",4,"MD","51 - 200","Company - Private","Computer Hardware & Software","Information Technology","-1",0,60,127,93.5,19,0,1,0,0,0,0,"na","M"
"Data Engineer",4.4,"VA","1 - 50","Company - Private","Enterprise Software & Network Solutions","Information Technology","-1",0,75,143,109,6,1,0,0,0,0,0,"data engineer","na"
"Staff Data Engineer",3.8,"TX","501 - 1000","Company - Private","Computer Hardware & Software","Information Technology","Splunk, Datadog, Elastic",0,105,194,149.5,11,0,0,0,0,1,0,"data engineer","M"
"Associate Data Engineer",3.5,"DC","1001 - 5000","Company - Private","Research & Development","Business Services","-1",0,45,86,65.5,14,0,1,1,0,1,0,"data engineer","M"
"Senior Data Scientist",3.5,"NC","1001 - 5000","Company - Public","Insurance Carriers","Insurance","-1",0,95,154,124.5,4,1,1,0,0,0,0,"data scientist","M"
"Staff BI and Data Engineer",2.9,"CA","51 - 200","Company - Private","Advertising & Marketing","Business Services","Commerce Signals, Cardlytics, Yodlee",0,80,148,114,23,1,0,1,0,0,1,"data engineer","M"
"Marketing Data Analyst",3.9,"PA","501 - 1000","Nonprofit Organization","Banks & Credit Unions","Finance","TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",0,36,62,49,84,1,0,1,0,0,1,"analyst","na"
"Principal Scientist, Hematology",3.3,"NY","10000+","Hospital","Health Care Services & Hospitals","Health Care","-1",0,54,115,84.5,7,0,0,0,0,0,0,"other scientist","P"
"Data Analyst",3.7,"VA","501 - 1000","Company - Private","IT Services","Information Technology","CSC, Booz Allen Hamilton, ManTech",0,50,92,71,32,0,1,1,0,0,1,"analyst","na"
"Director - Data, Privacy and AI Governance",3.6,"MA","5001 - 10000","Company - Private","Insurance Carriers","Insurance","-1",0,67,135,101,170,0,0,0,0,0,0,"director","na"
"Data Scientist",3.5,"CA","1001 - 5000","Company - Private","Computer Hardware & Software","Information Technology","Pitney Bowes",0,82,132,107,52,1,0,0,0,1,1,"data scientist","M"
"Data Scientist",4.7,"MA","201 - 500","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Thermo Fisher Scientific, Enzymatics, Illumina",0,85,140,112.5,47,1,1,0,0,0,0,"data scientist","na"
"Staff Machine Learning Engineer",3.9,"CA","201 - 500","Company - Private","Internet","Information Technology","FLURRY, Chartboost",0,138,224,181,14,1,0,1,0,0,0,"machine learning engineer","na"
"Information Security Data Analyst",3.7,"IL","10000+","Company - Public","Computer Hardware & Software","Information Technology","Cisco Systems, Huawei Technologies, IBM",0,42,80,61,93,1,0,1,0,0,0,"analyst","M"
"Lead Data Engineer",4.1,"CA","51 - 200","Company - Private","Internet","Information Technology","Credit Karma, LendUp, SoFi",0,190,220,205,11,1,0,1,0,1,0,"data engineer","na"
"Scientist Manufacturing - Kentucky BioProcessing",3.1,"KY","5001 - 10000","Company - Private","Consumer Products Manufacturing","Manufacturing","-1",0,68,139,103.5,146,0,0,0,0,0,0,"other scientist","na"
"Data Analytics Project Manager",3.6,"MA","5001 - 10000","Company - Private","Insurance Carriers","Insurance","-1",0,34,92,63,170,0,1,0,0,0,0,"Data scientist project manager","M"
"Consultant - Analytics Consulting",3,"CT","10000+","Company - Public","IT Services","Information Technology","Tata Consultancy Services, Accenture, Cognizant Technology Solutions",0,54,71,62.5,40,0,1,0,0,0,0,"data analitics","na"
"Data Engineer",3.5,"CA","501 - 1000","Company - Private","Health Care Services & Hospitals","Health Care","-1",0,65,124,94.5,8,1,1,1,0,1,0,"data engineer","M"
"Marketing Data Analyst",3.6,"CA","1001 - 5000","Company - Private","Gambling","Arts, Entertainment & Recreation","-1",0,35,62,48.5,35,0,1,1,1,0,1,"analyst","M"
"Senior Scientist (Neuroscience)",3.5,"MA","1001 - 5000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Shire, GlaxoSmithKline, Allergan",0,109,200,154.5,11,1,1,0,0,0,0,"other scientist","P"
"Medical Laboratory Scientist",4,"TX","1001 - 5000","Hospital","Health Care Services & Hospitals","Health Care","-1",1,37,52,44.5,44,0,0,0,0,1,0,"other scientist","na"
"Machine Learning Engineer - Regulatory",3.7,"KS","501 - 1000","Company - Public","Stock Exchanges","Finance","-1",0,61,113,87,48,1,1,1,0,0,0,"machine learning engineer","na"
"R&D Specialist/ Food Scientist",2.4,"IL","501 - 1000","Company - Private","Food & Beverage Manufacturing","Manufacturing","-1",0,39,66,52.5,-1,0,0,0,0,0,0,"other scientist","na"
"Data Engineer",3.2,"NY","501 - 1000","Company - Private","Research & Development","Business Services","Coleman Research, AlphaSights, Third Bridge",0,43,86,64.5,18,1,1,1,0,1,0,"data engineer","na"
"Scientist, Bacteriology",2.1,"CA","201 - 500","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,74,149,111.5,-1,0,1,0,0,0,0,"other scientist","P"
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",3.7,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Novartis, Baxter, Pfizer",0,113,196,154.5,240,0,1,1,0,1,0,"data engineer","M"
"Senior Research Scientist-Machine Learning",2.6,"PA","501 - 1000","College / University","Colleges & Universities","Education","-1",0,81,167,124,37,0,0,0,0,0,0,"machine learning engineer","P"
"Senior Data Scientist",4.4,"IL","201 - 500","Company - Private","Consulting","Business Services","-1",0,97,160,128.5,13,1,1,1,0,1,1,"data scientist","na"
"Clinical Laboratory Scientist",3.7,"CO","501 - 1000","Hospital","Health Care Services & Hospitals","Health Care","-1",1,49,81,65,55,0,0,0,0,0,0,"other scientist","na"
"Analytics Manager - Data Mart",3.5,"CA","501 - 1000","Nonprofit Organization","Health Care Services & Hospitals","Health Care","-1",0,42,86,64,25,0,0,1,0,0,1,"Data scientist project manager","na"
"Sr. Data Engineer - Contract-to-Hire (Java)",3,"TN","10000+","Company - Private","Gas Stations","Retail","TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,69,127,98,63,1,0,1,0,0,0,"data engineer","M"
"Data Scientist - Algorithms & Inference",4.2,"CA","51 - 200","Company - Private","Enterprise Software & Network Solutions","Information Technology","-1",0,110,175,142.5,11,0,0,0,0,0,0,"data scientist","M"
"Senior Data Scientist - R&D Oncology",3.9,"NY","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Roche, GlaxoSmithKline, Novartis",0,102,172,137,108,1,0,0,0,0,0,"data scientist","P"
"Data Engineer",4,"CO","501 - 1000","Nonprofit Organization","Insurance Carriers","Insurance","-1",0,74,124,99,106,1,0,1,0,1,0,"data engineer","M"
"Food Scientist - Developer",3.3,"WI","501 - 1000","Company - Private","Food & Beverage Manufacturing","Manufacturing","-1",0,40,68,54,57,0,0,0,0,0,0,"other scientist","na"
"Senior Data Scientist",4.4,"MA","1001 - 5000","Company - Private","Computer Hardware & Software","Information Technology","-1",0,108,171,139.5,37,1,0,1,0,0,1,"data scientist","M"
"Data Engineer",3.4,"MD","201 - 500","Company - Private","IT Services","Information Technology","-1",0,76,142,109,22,0,0,0,0,1,0,"data engineer","M"
"Director II, Data Science - GRM Actuarial",3.3,"IL","10000+","Company - Private","Insurance Carriers","Insurance","Travelers, Allstate, State Farm",0,202,306,254,109,1,0,0,1,0,0,"data scientist","M"
"Scientist, Molecular/Cellular Biologist",2.9,"CA","201 - 500","Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","BioMarin Pharmaceutical, Sangamo Therapeutics, bluebird bio",0,49,97,73,9,0,0,0,0,0,0,"other scientist","P"
"Staff Scientist-Downstream Process Development",2.7,"MD","201 - 500","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,49,113,81,60,0,1,0,0,0,0,"other scientist","P"
"MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB",3.6,"DE","1001 - 5000","Nonprofit Organization","Health Care Services & Hospitals","Health Care","-1",1,43,70,56.5,86,0,0,0,0,0,0,"other scientist","na"
"Scientist - Analytical Services",3.1,"NC","5001 - 10000","Company - Private","Consumer Products Manufacturing","Manufacturing","-1",0,65,134,99.5,146,0,1,0,0,0,0,"other scientist","na"
"Associate Data Analyst- Graduate Development Program",3.3,"OH","501 - 1000","Company - Private","Insurance Carriers","Insurance","-1",0,32,59,45.5,32,0,0,0,0,0,0,"analyst","na"
"Sr. Data Engineer",4.5,"IN","51 - 200","Company - Private","Consulting","Business Services","-1",0,87,158,122.5,25,1,0,1,0,1,0,"data engineer","na"
"Senior Insurance Data Scientist",3.9,"IL","5001 - 10000","Company - Public","Financial Analytics & Research","Finance","-1",0,107,173,140,53,1,1,1,1,0,0,"data scientist","na"
"Senior Data Science Systems Engineer",3.2,"VA","5001 - 10000","Nonprofit Organization","Federal Agencies","Government","Battelle, General Atomics, SAIC",0,56,99,77.5,63,0,0,0,0,0,0,"data scientist","P"
"ENVIRONMENTAL ENGINEER/SCIENTIST",3.3,"MA","1 - 50","Company - Private","Construction","Construction, Repair & Maintenance","-1",1,52,58,55,45,0,1,0,0,0,0,"other scientist","na"
"Senior Scientist - Regulatory Submissions",3.1,"NC","5001 - 10000","Company - Private","Consumer Products Manufacturing","Manufacturing","-1",0,80,155,117.5,146,0,1,0,0,0,0,"other scientist","M"
"Scientist - Biomarker and Flow Cytometry",2.4,"CA","501 - 1000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,43,98,70.5,15,0,0,0,0,0,0,"other scientist","M"
"Revenue Analytics Manager",4.8,"CA","51 - 200","Company - Private","Computer Hardware & Software","Information Technology","-1",0,45,78,61.5,10,0,1,1,0,0,1,"Data scientist project manager","na"
"Associate Scientist, LC/MS Biologics",2.9,"NY","1001 - 5000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,44,96,70,6,0,1,0,0,0,0,"other scientist","na"
"Sr. Scientist Method Development",2.9,"GA","1001 - 5000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,50,110,80,6,0,1,0,0,0,0,"other scientist","na"
"IT - Data Engineer II",3.4,"MA","1001 - 5000","Company - Private","Insurance Carriers","Insurance","-1",0,61,119,90,33,0,1,1,0,0,0,"data engineer","na"
"Research Scientist, Immunology - Cancer Biology",-1,"MA","unknown","Company - Private","-1","-1","-1",0,100,140,120,-1,0,1,0,0,0,0,"other scientist","P"
"Project Scientist - Auton Lab, Robotics Institute",2.6,"PA","501 - 1000","College / University","Colleges & Universities","Education","-1",0,56,91,73.5,37,0,1,0,0,0,0,"other scientist","P"
"Data Scientist",3.8,"FL","501 - 1000","Subsidiary or Business Segment","Advertising & Marketing","Business Services","-1",0,68,114,91,37,1,1,1,0,0,1,"data scientist","na"
"Data Scientist",5,"DC","unknown","Company - Private","Enterprise Software & Network Solutions","Information Technology","-1",0,150,160,155,-1,0,1,0,0,1,0,"data scientist","na"
"Enterprise Architect, Data",3.6,"MA","5001 - 10000","Company - Private","Insurance Carriers","Insurance","-1",0,101,158,129.5,170,1,1,1,0,1,1,"na","na"
"Senior Manager, Epidemiologic Data Scientist",4,"NY","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,125,210,167.5,172,0,1,0,0,1,0,"data scientist","M"
"Corporate Risk Data Analyst (SQL Based) - Milwaukee or",3.8,"WI","1001 - 5000","Company - Public","Banks & Credit Unions","Finance","Wells Fargo, BMO Harris Bank, U.S. Bank",0,43,77,60,151,0,1,0,0,1,0,"analyst","na"
"Lead Data Scientist",3.9,"CA","51 - 200","Company - Private","Financial Analytics & Research","Finance","-1",0,139,221,180,12,1,1,1,0,0,0,"data scientist","M"
"Marketing Data Analyst, May 2020 Undergrad",3.8,"NY","1001 - 5000","Company - Private","Travel Agencies","Travel & Tourism","Expedia Group, Orbitz Worldwide, Priceline.com",0,44,86,65,19,0,1,1,1,0,0,"analyst","na"
"Senior Data Engineer",4.3,"NC","5001 - 10000","Company - Private","Computer Hardware & Software","Information Technology","Avaya, Five9, Salesforce",0,78,147,112.5,31,1,0,0,0,1,0,"data engineer","na"
"Senior Data Analyst",1.9,"NY","201 - 500","Company - Private","Department, Clothing, & Shoe Stores","Retail","YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",0,65,110,87.5,11,1,1,1,0,0,0,"analyst","na"
"Data Modeler - Data Solutions Engineer",3.3,"IN","10000+","Company - Private","Insurance Carriers","Insurance","Travelers, Allstate, State Farm",0,37,66,51.5,109,1,1,1,0,0,0,"data modeler","M"
"Associate Environmental Scientist - Wildlife Biologist",4.7,"CA","51 - 200","Company - Private","Architectural & Engineering Services","Business Services","-1",0,38,64,51,49,0,1,0,0,0,0,"other scientist","na"
"Associate, Data Science, Internal Audit",3.1,"MA","10000+","Company - Private","Banks & Credit Unions","Finance","-1",0,43,82,62.5,165,1,1,1,1,0,0,"data scientist","M"
"Sr Data Engineer (Sr BI Developer)",3.4,"AZ","501 - 1000","Company - Public","Health Care Services & Hospitals","Health Care","-1",0,90,110,100,40,0,0,1,0,0,0,"data engineer","na"
"Data Engineer",4.4,"VA","51 - 200","Company - Private","IT Services","Information Technology","-1",0,61,109,85,17,1,0,0,0,1,0,"data engineer","na"
"Senior LiDAR Data Scientist",3.9,"FL","201 - 500","Company - Private","Computer Hardware & Software","Information Technology","-1",0,93,151,122,9,1,0,0,0,1,0,"data scientist","M"
"Salesforce Analytics Consultant",3.9,"IL","501 - 1000","Company - Private","Enterprise Software & Network Solutions","Information Technology","-1",0,52,81,66.5,26,1,0,1,1,0,1,"data analitics","M"
"Technology-Minded, Data Professional Opportunities",4.7,"MO","1001 - 5000","Company - Private","Lending","Finance","-1",0,40,101,70.5,19,0,1,1,0,0,1,"na","na"
"Senior Data Engineer",4.7,"TX","51 - 200","Company - Private","Security Services","Business Services","-1",0,97,180,138.5,11,1,0,1,0,0,0,"data engineer","na"
"Managing Data Scientist/ML Engineer",3.4,"MA","1001 - 5000","Company - Private","Consulting","Business Services","McKinsey & Company, Accenture, Deloitte",0,81,134,107.5,78,0,1,1,0,0,1,"data scientist","na"
"Scientist, Pharmacometrics",3.8,"MA","501 - 1000","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,84,157,120.5,13,0,0,0,1,0,0,"other scientist","M"
"Staff Scientist- Upstream PD",2.7,"MD","201 - 500","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,49,113,81,60,0,0,0,0,0,0,"other scientist","na"
"Scientist Manufacturing Pharma - Kentucky BioProcessing",3.1,"KY","5001 - 10000","Company - Private","Consumer Products Manufacturing","Manufacturing","-1",0,68,139,103.5,146,0,0,0,0,0,0,"other scientist","na"
"Sr. Data Engineer",3.4,"IL","1001 - 5000","Company - Public","Transportation Management","Transportation & Logistics","C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,75,140,107.5,16,0,0,1,0,0,0,"data engineer","na"
"Lead Big Data Engineer",4,"CA","1001 - 5000","Company - Private","Internet","Information Technology","Indeed, LinkedIn",0,121,203,162,14,1,1,0,0,1,0,"data engineer","na"
"Product Engineer – Spatial Data Science and Statistical Analysis",3.5,"CA","1001 - 5000","Company - Private","Computer Hardware & Software","Information Technology","Pitney Bowes",0,52,85,68.5,52,1,1,0,0,0,0,"data scientist","M"
"Sr Software Engineer (Data Scientist)",3.4,"OH","10000+","Company - Public","Insurance Carriers","Insurance","Asurion, SquareTrade, National General Insurance",0,81,140,110.5,43,0,1,1,0,0,0,"data scientist","na"
"College Hire - Data Scientist - Open to December 2019 Graduates",3.7,"IL","10000+","Company - Public","Industrial Manufacturing","Manufacturing","John Deere, Komatsu, CNH Industrial",0,63,99,81,96,0,0,0,0,0,1,"data scientist","na"
"Senior Data Scientist",4.3,"IL","1001 - 5000","Company - Public","Real Estate","Real Estate","UDR, AvalonBay Communities, Essex Property Trust",0,110,150,130,28,1,1,1,0,0,1,"data scientist","M"
"Sr. Data Engineer (ETL Developer)",3.7,"IA","201 - 500","Subsidiary or Business Segment","Insurance Carriers","Insurance","-1",0,83,148,115.5,-1,1,1,1,0,0,1,"data engineer","na"
"Senior Data Scientist Artificial Intelligence",3.8,"WA","1001 - 5000","Government","Energy","Oil, Gas, Energy & Utilities","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,60,101,80.5,56,0,0,0,0,0,0,"data scientist","M"
"Analytics - Business Assurance Data Analyst",4.6,"IA","501 - 1000","Company - Private","Lending","Finance","-1",0,31,55,43,29,0,1,1,0,0,1,"analyst","na"
"Associate Director/Director, Safety Scientist",4.4,"MA","201 - 500","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,102,178,140,18,0,1,0,0,0,0,"director","P"
"Senior Scientist, Cell Pharmacology/Assay Development",-1,"MA","unknown","Company - Private","-1","-1","-1",0,110,130,120,-1,0,0,0,0,0,0,"other scientist","P"
"Data Analyst Senior",3,"PA","5001 - 10000","Company - Private","Insurance Carriers","Insurance","UnitedHealth Group, Molina Healthcare, Centene",0,48,85,66.5,38,0,1,1,1,0,1,"analyst","M"
"Lead Data Engineer (Python)",4.7,"CA","51 - 200","Company - Private","Staffing & Outsourcing","Business Services","-1",0,66,123,94.5,15,1,0,0,0,1,0,"data engineer","na"
"Senior Data Scientist 4 Artificial Intelligence",3.8,"WA","1001 - 5000","Government","Energy","Oil, Gas, Energy & Utilities","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,92,146,119,56,0,0,0,0,0,0,"data scientist","M"
"Medical Lab Scientist - MLT",3.2,"NE","10000+","Nonprofit Organization","Health Care Services & Hospitals","Health Care","Dignity Health, Trinity Health",1,43,60,51.5,25,0,0,0,0,0,0,"other scientist","na"
"Senior Operations Data Analyst, Call Center Operations",2.7,"TN","5001 - 10000","Company - Public","Financial Transaction Processing","Finance","-1",1,20,35,27.5,21,0,1,0,0,0,1,"analyst","na"
"Director II, Data Science - GRS Predictive Analytics",3.3,"IL","10000+","Company - Private","Insurance Carriers","Insurance","Travelers, Allstate, State Farm",0,150,239,194.5,109,1,0,0,1,0,0,"data scientist","P"
"RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT",3.9,"TX","1001 - 5000","Nonprofit Organization","Research & Development","Business Services","Los Alamos National Laboratory, Battelle, SRI International",0,52,91,71.5,74,1,1,1,0,1,0,"other scientist","na"
"Geospatial Software Developer and Data Scientist",3.7,"TX","501 - 1000","College / University","Colleges & Universities","Education","-1",0,82,129,105.5,-1,1,0,0,0,1,0,"data scientist","na"
"Senior Scientist - Toxicologist - Product Integrity (Stewardship)",3.1,"NC","5001 - 10000","Company - Private","Consumer Products Manufacturing","Manufacturing","-1",0,47,101,74,146,0,1,0,0,0,0,"other scientist","M"
"Systems Engineer II - Data Analyst",3.7,"AL","10000+","Company - Public","Aerospace & Defense","Aerospace & Defense","-1",0,49,76,62.5,99,0,1,0,0,0,0,"analyst","na"
"Senior Research Analytical Scientist-Non-Targeted Analysis",4.3,"NC","1001 - 5000","Nonprofit Organization","Research & Development","Business Services","Westat, Abt Associates, Chemonics International",0,43,88,65.5,63,0,0,0,0,0,0,"other scientist","P"
"Director Data Science",3.6,"NJ","1001 - 5000","Company - Private","Advertising & Marketing","Business Services","-1",0,124,199,161.5,32,1,1,1,0,1,1,"data scientist","na"
"Sr Data Analyst - IT",2.1,"PA","1001 - 5000","Other Organization","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Covance, ICON",0,52,93,72.5,18,0,1,1,0,0,1,"analyst","na"
"Senior Data Engineer",3.9,"CA","51 - 200","Company - Public","Computer Hardware & Software","Information Technology","-1",0,97,181,139,13,1,1,0,0,1,0,"data engineer","na"
"Senior Data Engineer",3.9,"CA","201 - 500","Company - Private","Internet","Information Technology","FLURRY, Chartboost",0,100,173,136.5,14,0,0,1,0,0,0,"data engineer","na"
"Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad",3.8,"NY","1001 - 5000","Company - Private","Travel Agencies","Travel & Tourism","Expedia Group, Orbitz Worldwide, Priceline.com",0,53,96,74.5,19,1,0,0,0,0,0,"data scientist","na"
"Senior Scientist - Biostatistician",3.1,"NC","5001 - 10000","Company - Private","Consumer Products Manufacturing","Manufacturing","-1",0,65,96,80.5,146,0,1,0,0,0,0,"other scientist","M"
"Data Scientist",3.5,"NM","5001 - 10000","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,56,95,75.5,151,1,1,0,0,0,0,"data scientist","M"
"Data Scientist",4.7,"MO","51 - 200","Company - Private","IT Services","Information Technology","Slalom, Daugherty Business Solutions",0,111,176,143.5,5,1,0,1,0,0,0,"data scientist","na"
"Data Scientist",5,"VA","51 - 200","Company - Private","Aerospace & Defense","Aerospace & Defense","-1",0,75,127,101,7,1,0,1,1,0,0,"data scientist","na"
"Data Engineer",3.6,"MA","5001 - 10000","Company - Private","Insurance Carriers","Insurance","-1",0,65,119,92,170,1,1,0,0,0,0,"data engineer","na"
"Computational Chemist/Data Scientist",3.8,"WA","1001 - 5000","Government","Energy","Oil, Gas, Energy & Utilities","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,56,97,76.5,56,1,0,0,0,0,0,"data scientist","P"
"Principal Data Scientist (Computational Chemistry)",4.7,"UT","51 - 200","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,108,173,140.5,8,1,0,0,0,1,0,"data scientist","na"
"Data Scientist",3.6,"NJ","10000+","Company - Public","Investment Banking & Asset Management","Finance","-1",0,94,139,116.5,209,0,1,1,0,0,0,"data scientist","na"
"Principal Machine Learning Scientist",4.7,"CA","501 - 1000","Subsidiary or Business Segment","Computer Hardware & Software","Information Technology","-1",0,176,289,232.5,22,1,0,1,0,0,0,"machine learning engineer","P"
"Data Scientist",3.5,"CA","51 - 200","Company - Private","Enterprise Software & Network Solutions","Information Technology","-1",0,92,149,120.5,5,1,0,1,0,0,0,"data scientist","P"
"Product Engineer – Data Science",3.5,"VA","1001 - 5000","Company - Private","Computer Hardware & Software","Information Technology","Pitney Bowes",0,63,101,82,52,1,0,1,0,0,0,"data scientist","M"
"Principal Scientist, Chemistry & Immunology",3.3,"NY","10000+","Hospital","Health Care Services & Hospitals","Health Care","-1",0,54,115,84.5,7,0,0,0,0,0,0,"other scientist","P"
"Data Scientist",2.7,"CA","10000+","Company - Public","IT Services","Information Technology","-1",0,118,188,153,14,1,0,1,0,1,0,"data scientist","P"
"Data Scientist",3.4,"CA","501 - 1000","Company - Private","Internet","Information Technology","-1",0,108,146,127,13,1,0,1,0,0,0,"data scientist","M"
"Data Scientist",4.7,"CA","51 - 200","Company - Private","Computer Hardware & Software","Information Technology","-1",0,65,106,85.5,11,1,1,1,0,0,0,"data scientist","P"
"Data Scientist",2.8,"NY","1001 - 5000","Company - Public","Wholesale","Business Services","-1",0,55,98,76.5,45,1,1,1,1,0,1,"data scientist","na"
"Data Scientist",3.5,"NY","1001 - 5000","Subsidiary or Business Segment","TV Broadcast & Cable Networks","Media","NBCUniversal, Comcast, Netflix",0,94,162,128,29,1,0,1,0,0,1,"data scientist","na"
"Data Engineer",3.2,"PA","1 - 50","Company - Private","Staffing & Outsourcing","Business Services","-1",0,63,120,91.5,-1,1,1,1,0,1,0,"data engineer","na"
"Scientist/Senior Scientist, Autoimmune",4.4,"MA","201 - 500","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,90,179,134.5,8,0,0,0,0,0,0,"other scientist","P"
"Data Scientist",3.3,"CA","201 - 500","Company - Private","Advertising & Marketing","Business Services","-1",0,127,202,164.5,13,0,0,0,0,0,0,"data scientist","na"
"Software Engineer - Data Visualization",4,"MD","51 - 200","Company - Private","Computer Hardware & Software","Information Technology","-1",0,60,127,93.5,19,0,1,0,0,0,0,"na","M"
"Market Data Analyst",3.4,"FL","201 - 500","Company - Public","Telecommunications Manufacturing","Telecommunications","-1",0,31,57,44,30,0,0,0,0,0,0,"analyst","M"
"Staff Data Engineer",3.8,"TX","501 - 1000","Company - Private","Computer Hardware & Software","Information Technology","Splunk, Datadog, Elastic",0,105,194,149.5,11,0,0,0,0,1,0,"data engineer","M"
"Associate Data Engineer",3.5,"DC","1001 - 5000","Company - Private","Research & Development","Business Services","-1",0,45,86,65.5,14,0,1,1,0,1,0,"data engineer","M"
"Data Engineer",4.4,"VA","1 - 50","Company - Private","Enterprise Software & Network Solutions","Information Technology","-1",0,75,143,109,6,1,0,0,0,0,0,"data engineer","na"
